id,category,question,correct_answer,explanation,options_json,image_paths_json,archive_url
261,Managing Risk,Which of the following statements is true in relation to tyre pressure and driving on a motorway?,"The driver should ensure that tyre pressure is correct, in line with the manufacturer's recommendations.","The driver should ensure that the tyre pressure of their vehicle is correct at all times. Correct tyre pressure is especially important when travelling long distances, on motorways and at speed.","[{""index"": 0, ""text"": ""The driver should increase the rear tyre pressure in order to cope with sustained high speed."", ""is_correct"": false}, {""index"": 1, ""text"": ""The driver should increase the front tyre pressure in order to cope with sustained high speed."", ""is_correct"": false}, {""index"": 2, ""text"": ""The driver should reduce tyre pressure because high speeds will cause them to heat up."", ""is_correct"": false}, {""index"": 3, ""text"": ""The driver should ensure that tyre pressure is correct, in line with the manufacturer's recommendations."", ""is_correct"": true}]",[],https://web.archive.org/web/20200130221232id_/http://theory-tester.com:80/questions/261
262,Managing Risk,What should a driver do when involved in an incident where nobody is injured but the vehicles are causing a danger or obstruction on the road?,Take care when moving damaged vehicles and make every effort to warn other traffic.,"In a collision where nobody is injured and there is only minor damage to vehicles, the vehicles should be moved to the side of the road to ensure that they do not cause an obstruction or endanger other road users.","[{""index"": 0, ""text"": ""Move all passengers and put a red warning triangle on the road."", ""is_correct"": false}, {""index"": 1, ""text"": ""Take care when moving damaged vehicles and make every effort to warn other traffic."", ""is_correct"": true}, {""index"": 2, ""text"": ""Halt all traffic until it has been established who is at fault."", ""is_correct"": false}, {""index"": 3, ""text"": ""Wait for the Gardaí to arrive before moving the vehicles."", ""is_correct"": false}]",[],https://web.archive.org/web/20200220221901id_/http://theory-tester.com:80/questions/262
263,Managing Risk,What should a driver do if involved in an incident where there is damage to property only?,It is not necessary to report it to the Gardaí provided it has been reported to the property owner.,"If the incident causes damage to property only and there is a Garda present, it must be reported to the Garda. If there is no Garda present, the owner or the person in charge of the property must be informed. If neither are present then the relevant information must be provided at a Garda Station as soon as possible.","[{""index"": 0, ""text"": ""It is only necessary to report the incident to the Gardaí within 10 days."", ""is_correct"": false}, {""index"": 1, ""text"": ""There is no need to report the incident if there is no damage to the vehicle."", ""is_correct"": false}, {""index"": 2, ""text"": ""Report the incident both to the property owner and the Gardaí within 48 hours."", ""is_correct"": false}, {""index"": 3, ""text"": ""It is not necessary to report it to the Gardaí provided it has been reported to the property owner."", ""is_correct"": true}]",[],https://web.archive.org/web/20200130220401id_/http://theory-tester.com:80/questions/263
264,Managing Risk,What should a driver do where a person has been injured in a collision?,Move the victim only if there is a risk of fire or further injury.,Never move an injured person at the scene of a collision unless there is a risk of fire or further injury. Moving an injured person could add to their injuries. Trained personnel know best how to attend to injured persons. Call the emergency services (on 999 or 112) or make sure that someone else has called them.,"[{""index"": 0, ""text"": ""Move the victim to the side of the road."", ""is_correct"": false}, {""index"": 1, ""text"": ""Move the vehicles out of the way to avoid causing obstruction."", ""is_correct"": false}, {""index"": 2, ""text"": ""Always move the victim and the vehicles."", ""is_correct"": false}, {""index"": 3, ""text"": ""Move the victim only if there is a risk of fire or further injury."", ""is_correct"": true}]",[],https://web.archive.org/web/20200225201418id_/http://theory-tester.com:80/questions/264
265,Alert Driving and Consideration,What should a driver do in this situation when intending to turn left?,Wait and allow both pedestrians to cross.,By law you must yield to pedestrians already crossing at a junction. Pedestrians are vulnerable road users and you should be extra careful driving at places where pedestrians are attempting to cross the road.,"[{""index"": 0, ""text"": ""Proceed between both pedestrians."", ""is_correct"": false}, {""index"": 1, ""text"": ""Wait and allow both pedestrians to cross."", ""is_correct"": true}, {""index"": 2, ""text"": ""Sound the horn, and accelerate to proceed promptly."", ""is_correct"": false}, {""index"": 3, ""text"": ""Allow one pedestrian to cross, and then proceed as there should be room to clear the junction."", ""is_correct"": false}]","[""data/assets/img/quiz-img/carsituation40.jpg""]",https://web.archive.org/web/20200225234412id_/http://theory-tester.com:80/questions/265
266,Managing Risk,What should a driver do to assist a person who is unconscious following a collision?,Try to keep the person warm with a blanket or overcoat.,"If a person is unconscious following a collision, a driver should try to keep them warm with a blanket or overcoat until the emergency services arrive. Call the emergency services (on 999 or 112) or make sure that someone else has called them.","[{""index"": 0, ""text"": ""Raise the person's head and hold it in that position."", ""is_correct"": false}, {""index"": 1, ""text"": ""Try to keep the person warm with a blanket or overcoat."", ""is_correct"": true}, {""index"": 2, ""text"": ""Try and get the person to drink something warm."", ""is_correct"": false}, {""index"": 3, ""text"": ""Move the person to the nearest hospital immediately."", ""is_correct"": false}]",[],https://web.archive.org/web/20200203150744id_/http://theory-tester.com:80/questions/266
267,Managing Risk,"If a driver is involved in a serious collision with an uninsured motorist, where nobody is injured, who should it be reported to?",The driver's insurance company and the Gardaí.,"If you are involved in a serious collision, you should always report it to the Gardaí and to your insurance company.","[{""index"": 0, ""text"": ""The Irish Insurance Federation."", ""is_correct"": false}, {""index"": 1, ""text"": ""The National Driver Licence Service (NDLS)"", ""is_correct"": false}, {""index"": 2, ""text"": ""The driver's insurance company and the Gardaí."", ""is_correct"": true}, {""index"": 3, ""text"": ""The local Motor Taxation Office."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225201739id_/http://theory-tester.com:80/questions/267
268,Alert Driving and Consideration,What should the car driver be aware of in this situation?,Animals could suddenly appear on the road ahead.,When you are approaching a bend or corner with a restricted view you should slow down if necessary and be prepared to react to any changes in the traffic situation.,"[{""index"": 0, ""text"": ""Road marking is taking place ahead."", ""is_correct"": false}, {""index"": 1, ""text"": ""The road ahead is solely for cars and other light vehicles."", ""is_correct"": false}, {""index"": 2, ""text"": ""Animals could suddenly appear on the road ahead."", ""is_correct"": true}, {""index"": 3, ""text"": ""Road works may be taking place ahead."", ""is_correct"": false}]","[""data/assets/img/quiz-img/carsituation42.jpg""]",https://web.archive.org/web/20200225203107id_/http://theory-tester.com:80/questions/268
269,Managing Risk,What should a driver do if they arrive at the scene of a collision involving a vehicle carrying hazardous materials?,Keep well clear and call the emergency services.,"If a driver arrives at the scene of a collision involving a vehicle carrying hazardous materials, they should keep well clear of the scene. Call the emergency services on 999 or 112 and give them as much information as you can about the marking labels on the vehicle. You should also warn other road users about the danger. Allow the emergency services to do any rescuing.","[{""index"": 0, ""text"": ""Contact the haulage company who own the vehicle."", ""is_correct"": false}, {""index"": 1, ""text"": ""Try to prevent any further leakage of hazardous materials before raising the alarm."", ""is_correct"": false}, {""index"": 2, ""text"": ""Keep well clear and call the emergency services."", ""is_correct"": true}, {""index"": 3, ""text"": ""Try to move the vehicle to a safe place."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225201038id_/http://theory-tester.com:80/questions/269
270,Managing Risk,How does the driver know the vehicle's total load-carrying capacity?,By referring to the vehicle manufacturer's specification.,"Design Gross Vehicle Weight is the term used by manufacturers for the weight of the vehicle together with the maximum load it is designed to carry. Drivers must understand the carrying capacity of their vehicle. Overloading your vehicle will make it more difficult to control, and its an offence.","[{""index"": 0, ""text"": ""By checking the horse power of the engine."", ""is_correct"": false}, {""index"": 1, ""text"": ""By measuring the size of the boot."", ""is_correct"": false}, {""index"": 2, ""text"": ""By referring to the vehicle manufacturer's specification."", ""is_correct"": true}, {""index"": 3, ""text"": ""By counting the number of seats."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225202346id_/http://theory-tester.com:80/questions/270
271,Managing Risk,What determines the maximum allowed towing capacity of a vehicle?,The manufacturer's specifications.,"The maximum weight that your vehicle can safely tow is specified by the manufacturer, and is usually set out in the drivers handbook for the vehicle, and in some cases on a plate attached to the vehicle. This is the safe towing limit for the vehicle and you should not exceed it.","[{""index"": 0, ""text"": ""The manufacturer's specifications."", ""is_correct"": true}, {""index"": 1, ""text"": ""The strength of the tow bar."", ""is_correct"": false}, {""index"": 2, ""text"": ""The size of the tyres on the vehicle."", ""is_correct"": false}, {""index"": 3, ""text"": ""The combined weight of the vehicle and its trailer."", ""is_correct"": false}]",[],https://web.archive.org/web/20200130221029id_/http://theory-tester.com:80/questions/271
272,Managing Risk,What effect can overloading a vehicle have on its road-holding?,The load can make the vehicle more difficult to control.,Overloading your vehicle will make it more difficult to control. Remember: its an offence to overload a vehicle.,"[{""index"": 0, ""text"": ""Provided the load is evenly distributed, it improves the stability of the vehicle."", ""is_correct"": false}, {""index"": 1, ""text"": ""The load can make the vehicle more difficult to control."", ""is_correct"": true}, {""index"": 2, ""text"": ""The load can make the vehicle more difficult to control, but only when reversing."", ""is_correct"": false}, {""index"": 3, ""text"": ""The load can make the vehicle more difficult to control, but only when going downhill."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225203112id_/http://theory-tester.com:80/questions/272
